frame,time_seconds,beat_position,bar_position,section,energy,dominant_slot,tension_chords,glassy_arps,broken_beat,granular_texture,temperature,top_k,cfg_musiccoca,cfg_notes,cfg_drums,drum_gate
2020,80.8,140.0533,35.0133,harmony_expansion,0.65328,tension_chords,0.33601,0.218725,0.121049,0.324216,1.0594,138,4.6427,0.6966,1.2441,0
2021,80.84,140.1227,35.0307,harmony_expansion,0.653441,tension_chords,0.429441,0.25544,0.155437,0.159682,1.0397,139,4.7228,0.8262,1.3595,0
2022,80.88,140.192,35.048,harmony_expansion,0.6536,tension_chords,0.423973,0.231229,0.223296,0.121501,1.0352,138,4.7189,0.8109,1.587,0
2023,80.92,140.2613,35.0653,harmony_expansion,0.653758,broken_beat,0.327882,0.166559,0.328247,0.177313,1.042,136,4.6382,0.6681,1.9388,0
2024,80.96,140.3307,35.0827,harmony_expansion,0.653914,broken_beat,0.253811,0.13493,0.348436,0.262823,1.0523,134,4.6561,0.5645,2.0066,0
2025,81.0,140.4,35.1,harmony_expansion,0.654067,broken_beat,0.237791,0.151276,0.316216,0.294717,1.0562,135,4.6294,0.5502,1.8988,0
2026,81.04,140.4693,35.1173,harmony_expansion,0.654219,broken_beat,0.273309,0.201436,0.282569,0.242686,1.0501,137,4.6015,0.6121,1.7862,0
2027,81.08,140.5387,35.1347,harmony_expansion,0.65437,tension_chords,0.361778,0.274654,0.227693,0.135876,1.0373,140,4.6695,0.7484,1.6026,1
2028,81.12,140.608,35.152,harmony_expansion,0.654518,tension_chords,0.455374,0.342815,0.141338,0.060473,1.0283,143,4.7497,0.8892,1.3135,0
2029,81.16,140.6773,35.1693,harmony_expansion,0.654664,tension_chords,0.49213,0.376378,0.077348,0.054145,1.0276,145,4.7816,0.9469,1.0992,0
2030,81.2,140.7467,35.1867,harmony_expansion,0.654809,tension_chords,0.462974,0.365206,0.055417,0.116402,1.0352,144,4.7574,0.9065,1.0259,0
2031,81.24,140.816,35.204,harmony_expansion,0.654952,tension_chords,0.38531,0.303144,0.046741,0.264805,1.0531,142,4.692,0.7877,0.997,0
2032,81.28,140.8853,35.2213,harmony_expansion,0.655093,tension_chords,0.366069,0.266303,0.0479,0.319729,1.0597,140,4.6763,0.7508,1.0011,0
2033,81.32,140.9547,35.2387,harmony_expansion,0.655232,tension_chords,0.408019,0.253058,0.082495,0.256428,1.0522,140,4.7126,0.7986,1.1171,0
2034,81.36,141.024,35.256,harmony_expansion,0.655369,tension_chords,0.444361,0.221556,0.200887,0.133197,1.0375,138,4.7441,0.833,1.5139,1
2035,81.4,141.0933,35.2733,harmony_expansion,0.655504,tension_chords,0.431489,0.169986,0.340105,0.05842,1.0285,136,4.7338,0.7989,1.9804,1
2036,81.44,141.1627,35.2907,harmony_expansion,0.655638,tension_chords,0.412761,0.134721,0.393143,0.059374,1.0287,135,4.7184,0.7631,2.1582,0
2037,81.48,141.232,35.308,harmony_expansion,0.655769,tension_chords,0.383883,0.116084,0.361462,0.13857,1.0383,134,4.6945,0.7205,2.0522,0
2038,81.52,141.3013,35.3253,harmony_expansion,0.655899,tension_chords,0.341644,0.108085,0.258046,0.292225,1.0568,134,4.6591,0.6649,1.7059,0
2039,81.56,141.3707,35.3427,harmony_expansion,0.656027,granular_texture,0.31886,0.112881,0.15522,0.413039,1.0713,134,4.7204,0.6381,1.3616,0
2040,81.6,141.44,35.36,harmony_expansion,0.656153,granular_texture,0.335746,0.139294,0.10179,0.423169,1.0726,135,4.7296,0.6684,1.1828,0
2041,81.64,141.5093,35.3773,harmony_expansion,0.656276,tension_chords,0.420332,0.225722,0.111513,0.242433,1.051,139,4.7277,0.8044,1.2155,0
2042,81.68,141.5787,35.3947,harmony_expansion,0.656398,tension_chords,0.430347,0.327059,0.126605,0.115989,1.0359,143,4.7368,0.8524,1.2662,0
2043,81.72,141.648,35.412,harmony_expansion,0.656518,glassy_arps,0.357626,0.39758,0.122007,0.122787,1.0367,146,4.7095,0.7862,1.2509,0
2044,81.76,141.7173,35.4293,harmony_expansion,0.656637,glassy_arps,0.246598,0.38573,0.1387,0.228973,1.0495,145,4.6999,0.6433,1.3069,0
2045,81.8,141.7867,35.4467,harmony_expansion,0.656753,glassy_arps,0.162083,0.32729,0.208285,0.302342,1.0584,143,4.6507,0.5172,1.5402,0
2046,81.84,141.856,35.464,harmony_expansion,0.656867,glassy_arps,0.130735,0.306774,0.285016,0.277476,1.0555,142,4.6338,0.4708,1.7974,0
2047,81.88,141.9253,35.4813,harmony_expansion,0.656979,glassy_arps,0.138251,0.340105,0.329875,0.191769,1.0452,144,4.6626,0.4918,1.9478,0
2048,81.92,141.9947,35.4987,harmony_expansion,0.65709,glassy_arps,0.171171,0.393212,0.342263,0.093354,1.0335,146,4.7083,0.5516,1.9894,0
2049,81.96,142.064,35.516,harmony_expansion,0.657198,glassy_arps,0.221577,0.426143,0.287297,0.064982,1.0301,147,4.7368,0.6261,1.8054,1
2050,82.0,142.1333,35.5333,harmony_expansion,0.657305,glassy_arps,0.281279,0.415546,0.184533,0.118642,1.0366,147,4.7282,0.697,1.4612,0
2051,82.04,142.2027,35.5507,harmony_expansion,0.657409,glassy_arps,0.297173,0.317968,0.097585,0.287275,1.0569,143,4.6457,0.6828,1.1701,0
2052,82.08,142.272,35.568,harmony_expansion,0.657512,granular_texture,0.303662,0.221388,0.071857,0.403093,1.0708,139,4.7186,0.6571,1.084,0
2053,82.12,142.3413,35.5853,harmony_expansion,0.657612,granular_texture,0.35726,0.16885,0.073992,0.399898,1.0705,136,4.7163,0.7057,1.0912,0
2054,82.16,142.4107,35.6027,harmony_expansion,0.657711,tension_chords,0.477211,0.162056,0.095621,0.265112,1.0544,136,4.7824,0.8532,1.1638,0
2055,82.2,142.48,35.62,harmony_expansion,0.657807,tension_chords,0.56041,0.161984,0.170077,0.107529,1.0355,136,4.8536,0.9572,1.4133,0
2056,82.24,142.5493,35.6373,harmony_expansion,0.657902,tension_chords,0.496895,0.131316,0.304131,0.067659,1.0308,135,4.8,0.8671,1.8625,1
2057,82.28,142.6187,35.6547,harmony_expansion,0.657994,tension_chords,0.415169,0.105969,0.376181,0.102681,1.035,134,4.731,0.7561,2.104,1
2058,82.32,142.688,35.672,harmony_expansion,0.658085,tension_chords,0.355383,0.099242,0.315226,0.230149,1.0503,134,4.6806,0.679,1.8999,0
2059,82.36,142.7573,35.6893,harmony_expansion,0.658173,granular_texture,0.32705,0.113884,0.228073,0.330993,1.0625,134,4.6602,0.6487,1.608,0
2060,82.4,142.8267,35.7067,harmony_expansion,0.65826,tension_chords,0.383084,0.176676,0.16998,0.27026,1.0552,137,4.7049,0.7407,1.4135,0
2061,82.44,142.896,35.724,harmony_expansion,0.658344,tension_chords,0.470943,0.282714,0.11052,0.135823,1.0391,141,4.7799,0.8876,1.2144,0
2062,82.48,142.9653,35.7413,harmony_expansion,0.658427,tension_chords,0.50152,0.367095,0.07097,0.060415,1.0301,145,4.8063,0.9554,1.082,0
2063,82.52,143.0347,35.7587,harmony_expansion,0.658507,tension_chords,0.479312,0.399536,0.060709,0.060443,1.0302,146,4.7878,0.939,1.0477,0
2064,82.56,143.104,35.776,harmony_expansion,0.658586,tension_chords,0.417359,0.391868,0.054977,0.135796,1.0392,146,4.7355,0.8589,1.0286,0
2065,82.6,143.1733,35.7933,harmony_expansion,0.658662,glassy_arps,0.330585,0.365155,0.059326,0.244934,1.0524,145,4.6914,0.741,1.0433,0
2066,82.64,143.2427,35.8107,harmony_expansion,0.658736,glassy_arps,0.270541,0.335397,0.112641,0.281421,1.0568,144,4.6665,0.6556,1.222,0
2067,82.68,143.312,35.828,harmony_expansion,0.658809,glassy_arps,0.242765,0.278222,0.25981,0.219204,1.0494,141,4.6182,0.6008,1.7151,0
2068,82.72,143.3813,35.8453,harmony_expansion,0.658879,broken_beat,0.243169,0.223426,0.430266,0.103139,1.0355,139,4.7477,0.5822,2.2862,0
2069,82.76,143.4507,35.8627,harmony_expansion,0.658947,broken_beat,0.259299,0.192519,0.481153,0.06703,1.0312,138,4.7913,0.5915,2.4567,0
2070,82.8,143.52,35.88,harmony_expansion,0.659013,broken_beat,0.277709,0.179872,0.417017,0.125402,1.0382,137,4.7371,0.6101,2.2419,1
2071,82.84,143.5893,35.8973,harmony_expansion,0.659077,granular_texture,0.261484,0.163163,0.245899,0.329454,1.0627,136,4.6629,0.584,1.6687,1
2072,82.88,143.6587,35.9147,harmony_expansion,0.659139,granular_texture,0.235649,0.150371,0.121686,0.492295,1.0823,136,4.8016,0.5472,1.2527,0
2073,82.92,143.728,35.932,harmony_expansion,0.659198,granular_texture,0.254918,0.165515,0.096652,0.482916,1.0812,137,4.7939,0.5766,1.1689,0
2074,82.96,143.7973,35.9493,harmony_expansion,0.659256,tension_chords,0.332695,0.230133,0.122412,0.31476,1.061,139,4.6665,0.6964,1.2553,0
2075,83.0,143.8667,35.9667,harmony_expansion,0.659312,tension_chords,0.393496,0.318878,0.14628,0.141347,1.0402,143,4.7184,0.8035,1.3353,0
2076,83.04,143.936,35.984,harmony_expansion,0.659365,glassy_arps,0.351543,0.35418,0.183447,0.11083,1.0366,144,4.6852,0.7634,1.4598,0
2077,83.08,144.0053,36.0013,harmony_expansion,0.659416,glassy_arps,0.245474,0.307003,0.247138,0.200385,1.0474,142,4.6454,0.6143,1.6733,1
2078,83.12,144.0747,36.0187,harmony_expansion,0.659465,broken_beat,0.175067,0.265977,0.290883,0.268072,1.0555,141,4.6319,0.5119,1.8199,1
2079,83.16,144.144,36.036,harmony_expansion,0.659513,glassy_arps,0.175265,0.300212,0.286208,0.238315,1.052,142,4.64,0.5242,1.8043,0
2080,83.2,144.2133,36.0533,harmony_expansion,0.659558,glassy_arps,0.230267,0.359798,0.242824,0.167111,1.0434,145,4.6909,0.6138,1.659,0
2081,83.24,144.2827,36.0707,harmony_expansion,0.6596,glassy_arps,0.34068,0.39465,0.18527,0.079401,1.0329,146,4.7207,0.764,1.4662,0
2082,83.28,144.352,36.088,harmony_expansion,0.659641,tension_chords,0.454061,0.379843,0.112139,0.053956,1.0299,146,4.7714,0.9005,1.2213,0
2083,83.32,144.4213,36.1053,harmony_expansion,0.659679,tension_chords,0.512367,0.32747,0.071863,0.088299,1.034,143,4.8211,0.9551,1.0864,0
2084,83.36,144.4907,36.1227,harmony_expansion,0.659716,tension_chords,0.480406,0.236072,0.060906,0.222615,1.0502,140,4.7941,0.8831,1.0497,0
2085,83.4,144.56,36.14,harmony_expansion,0.65975,tension_chords,0.433028,0.159013,0.055799,0.352159,1.0657,136,4.754,0.7969,1.0327,0
2086,83.44,144.6293,36.1573,harmony_expansion,0.659782,tension_chords,0.437793,0.122754,0.070791,0.368662,1.0677,135,4.7582,0.7902,1.0829,0
2087,83.48,144.6987,36.1747,harmony_expansion,0.659812,tension_chords,0.519002,0.124308,0.163734,0.192956,1.0467,135,4.8273,0.8923,1.3943,0
2088,83.52,144.768,36.192,harmony_expansion,0.65984,tension_chords,0.490246,0.114945,0.330628,0.064181,1.0312,134,4.803,0.853,1.9534,0
2089,83.56,144.8373,36.2093,harmony_expansion,0.659865,broken_beat,0.407841,0.100385,0.435371,0.056403,1.0303,134,4.7565,0.7449,2.3043,0
2090,83.6,144.9067,36.2267,harmony_expansion,0.659888,broken_beat,0.374035,0.102809,0.382382,0.140774,1.0404,134,4.7115,0.7035,2.1269,0
2091,83.64,144.976,36.244,harmony_expansion,0.65991,tension_chords,0.341581,0.122646,0.246761,0.289012,1.0582,135,4.6769,0.6699,1.6725,0
2092,83.68,145.0453,36.2613,harmony_expansion,0.659928,granular_texture,0.326746,0.186477,0.140417,0.34636,1.0651,138,4.6811,0.6737,1.3163,0
2093,83.72,145.1147,36.2787,harmony_expansion,0.659945,tension_chords,0.33987,0.318736,0.088885,0.252509,1.0539,143,4.6756,0.7364,1.1437,0
2094,83.76,145.184,36.296,harmony_expansion,0.65996,glassy_arps,0.345172,0.460282,0.083366,0.11118,1.0369,149,4.7781,0.7926,1.1252,0
2095,83.8,145.2533,36.3133,harmony_expansion,0.659972,glassy_arps,0.31062,0.52842,0.08493,0.076029,1.0327,152,4.836,0.7732,1.1305,0
2096,83.84,145.3227,36.3307,harmony_expansion,0.659982,glassy_arps,0.252007,0.514948,0.087126,0.145919,1.0411,151,4.8246,0.6952,1.1379,0
2097,83.88,145.392,36.348,harmony_expansion,0.65999,glassy_arps,0.185383,0.417841,0.122706,0.27407,1.0565,147,4.7421,0.578,1.2571,0
2098,83.92,145.4613,36.3653,harmony_expansion,0.659996,glassy_arps,0.147085,0.327423,0.213708,0.311784,1.061,143,4.6653,0.4985,1.5619,0
2099,83.96,145.5307,36.3827,harmony_expansion,0.659999,broken_beat,0.139492,0.270378,0.360784,0.229347,1.0511,141,4.6937,0.469,2.0546,1
2100,84.0,145.6,36.4,first_peak,0.62,broken_beat,0.10398,0.272647,0.515954,0.10742,1.0181,135,4.6476,0.4254,2.5304,1
2101,84.04,145.6693,36.4173,first_peak,0.620001,broken_beat,0.148877,0.285378,0.497095,0.06865,1.0134,136,4.6315,0.486,2.4673,0
2102,84.08,145.7387,36.4347,first_peak,0.620003,broken_beat,0.210463,0.285232,0.383377,0.120928,1.0197,136,4.5349,0.5629,2.0863,0
2103,84.12,145.808,36.452,first_peak,0.620007,granular_texture,0.219137,0.219249,0.220245,0.341369,1.0462,133,4.4992,0.5507,1.5398,0
2104,84.16,145.8773,36.4693,first_peak,0.620013,granular_texture,0.191676,0.152773,0.137566,0.517985,1.0674,130,4.6493,0.4931,1.2629,0
2105,84.2,145.9467,36.4867,first_peak,0.620021,granular_texture,0.240147,0.159207,0.142767,0.457879,1.0602,130,4.5983,0.5559,1.2803,0
2106,84.24,146.016,36.504,first_peak,0.62003,tension_chords,0.362992,0.209059,0.189191,0.238758,1.0339,133,4.5177,0.7269,1.4358,1
2107,84.28,146.0853,36.5213,first_peak,0.62004,tension_chords,0.422932,0.238181,0.253897,0.08499,1.0154,134,4.5687,0.812,1.6526,1
2108,84.32,146.1547,36.5387,first_peak,0.620053,tension_chords,0.375174,0.229866,0.328528,0.066432,1.0132,133,4.5281,0.7494,1.9026,0
2109,84.36,146.224,36.556,first_peak,0.620067,broken_beat,0.293788,0.209518,0.369112,0.127582,1.0205,133,4.523,0.6406,2.0386,0
2110,84.4,146.2933,36.5733,first_peak,0.620082,broken_beat,0.245109,0.205867,0.346346,0.202677,1.0296,132,4.5038,0.5784,1.9624,0
2111,84.44,146.3627,36.5907,first_peak,0.6201,broken_beat,0.262358,0.249898,0.263138,0.224607,1.0322,134,4.4331,0.6154,1.6836,0
2112,84.48,146.432,36.608,first_peak,0.620118,glassy_arps,0.326319,0.328706,0.180189,0.164786,1.025,138,4.4889,0.7229,1.4058,0
2113,84.52,146.5013,36.6253,first_peak,0.620139,tension_chords,0.407617,0.395426,0.131047,0.06591,1.0132,140,4.5561,0.8479,1.2412,0
2114,84.56,146.5707,36.6427,first_peak,0.620161,tension_chords,0.451118,0.385844,0.113986,0.049053,1.0112,140,4.5932,0.8989,1.184,0
2115,84.6,146.64,36.66,first_peak,0.620185,tension_chords,0.445363,0.32794,0.111736,0.114962,1.0191,138,4.5884,0.8715,1.1765,0
2116,84.64,146.7093,36.6773,first_peak,0.62021,tension_chords,0.379058,0.253547,0.110815,0.25658,1.0361,134,4.5321,0.7626,1.1735,0
2117,84.68,146.7787,36.6947,first_peak,0.620237,granular_texture,0.317311,0.205167,0.151871,0.325651,1.0444,132,4.4869,0.6684,1.311,0
2118,84.72,146.848,36.712,first_peak,0.620265,tension_chords,0.291278,0.182071,0.285797,0.240854,1.0342,131,4.4578,0.6278,1.7597,0
2119,84.76,146.9173,36.7293,first_peak,0.620295,broken_beat,0.260887,0.163047,0.481936,0.09413,1.0166,131,4.62,0.5832,2.4168,0
2120,84.8,146.9867,36.7467,first_peak,0.620327,broken_beat,0.208551,0.148438,0.586484,0.056528,1.0121,130,4.709,0.5126,2.7671,0
2121,84.84,147.056,36.764,first_peak,0.62036,broken_beat,0.189144,0.162027,0.519669,0.129161,1.0209,131,4.6523,0.4931,2.5433,1
2122,84.88,147.1253,36.7813,first_peak,0.620395,granular_texture,0.155637,0.162906,0.282793,0.398664,1.0532,131,4.5496,0.4516,1.7498,1
2123,84.92,147.1947,36.7987,first_peak,0.620431,granular_texture,0.13919,0.189013,0.172575,0.499221,1.0653,132,4.6353,0.4401,1.3806,0
2124,84.96,147.264,36.816,first_peak,0.620469,granular_texture,0.155573,0.2879,0.173956,0.382571,1.0513,136,4.5363,0.4952,1.3853,0
2125,85.0,147.3333,36.8333,first_peak,0.620509,glassy_arps,0.18048,0.448451,0.203922,0.167147,1.0255,143,4.5924,0.5826,1.4857,0
2126,85.04,147.4027,36.8507,first_peak,0.62055,glassy_arps,0.173029,0.542357,0.202513,0.082101,1.0153,147,4.6725,0.6061,1.481,0
2127,85.08,147.472,36.868,first_peak,0.620593,glassy_arps,0.148342,0.520035,0.224323,0.1073,1.0183,146,4.6537,0.5674,1.5541,0
2128,85.12,147.5413,36.8853,first_peak,0.620637,glassy_arps,0.119032,0.405428,0.260802,0.214738,1.0313,141,4.5564,0.4907,1.6764,1
2129,85.16,147.6107,36.9027,first_peak,0.620683,glassy_arps,0.111831,0.327705,0.296058,0.264407,1.0372,138,4.4906,0.4545,1.7945,1
2130,85.2,147.68,36.92,first_peak,0.62073,broken_beat,0.134767,0.307464,0.332787,0.224981,1.0325,137,4.4951,0.4761,1.9176,0
2131,85.24,147.7493,36.9373,first_peak,0.620779,broken_beat,0.215838,0.333531,0.340504,0.110126,1.0188,138,4.5019,0.5865,1.9435,0
2132,85.28,147.8187,36.9547,first_peak,0.620829,tension_chords,0.357869,0.329421,0.255142,0.057567,1.0125,138,4.5169,0.7626,1.6576,0
2133,85.32,147.888,36.972,first_peak,0.620881,tension_chords,0.458356,0.264134,0.179253,0.098256,1.0174,135,4.6025,0.8654,1.4035,0
2134,85.36,147.9573,36.9893,first_peak,0.620934,tension_chords,0.426601,0.180089,0.139607,0.253703,1.0361,131,4.5758,0.7963,1.2707,0
2135,85.4,148.0267,37.0067,first_peak,0.620989,tension_chords,0.38622,0.13749,0.120405,0.355886,1.0484,130,4.5417,0.7309,1.2064,0
2136,85.44,148.096,37.024,first_peak,0.621046,tension_chords,0.41973,0.139463,0.136084,0.304723,1.0422,130,4.5704,0.7735,1.259,0
2137,85.48,148.1653,37.0413,first_peak,0.621104,tension_chords,0.480032,0.155784,0.222767,0.141418,1.0227,130,4.6219,0.8546,1.5495,0
2138,85.52,148.2347,37.0587,first_peak,0.621163,tension_chords,0.44931,0.154705,0.339878,0.056107,1.0125,130,4.5961,0.8158,1.9419,0
2139,85.56,148.304,37.076,first_peak,0.621224,broken_beat,0.374393,0.15811,0.396119,0.071378,1.0143,131,4.5511,0.7233,2.1303,0
2140,85.6,148.3733,37.0933,first_peak,0.621287,broken_beat,0.287473,0.167917,0.349159,0.195451,1.0292,131,4.5115,0.6181,1.9731,0
2141,85.64,148.4427,37.1107,first_peak,0.621351,granular_texture,0.251525,0.214359,0.264764,0.269353,1.0381,133,4.444,0.5894,1.6904,0
2142,85.68,148.512,37.128,first_peak,0.621417,glassy_arps,0.2586,0.330329,0.164805,0.246266,1.0354,138,4.4961,0.6389,1.3557,0
2143,85.72,148.5813,37.1453,first_peak,0.621484,glassy_arps,0.262261,0.495414,0.122837,0.119489,1.0202,145,4.6367,0.7012,1.2151,0
2144,85.76,148.6507,37.1627,first_peak,0.621552,glassy_arps,0.24439,0.577346,0.12442,0.053844,1.0124,148,4.7067,0.7076,1.2205,0
2145,85.8,148.72,37.18,first_peak,0.621622,glassy_arps,0.231198,0.550371,0.138316,0.080115,1.0156,147,4.684,0.6816,1.2671,0
2146,85.84,148.7893,37.1973,first_peak,0.621694,glassy_arps,0.189423,0.420865,0.156382,0.23333,1.034,142,4.5743,0.5841,1.3277,0
2147,85.88,148.8587,37.2147,first_peak,0.621767,granular_texture,0.13523,0.279495,0.212555,0.37272,1.0507,136,4.5337,0.4669,1.516,0
2148,85.92,148.928,37.232,first_peak,0.621841,granular_texture,0.110774,0.205957,0.325939,0.35733,1.0489,133,4.5209,0.4106,1.8959,0
2149,85.96,148.9973,37.2493,first_peak,0.621917,broken_beat,0.126946,0.19983,0.510374,0.16285,1.0256,132,4.6513,0.4286,2.5139,0
2150,86.0,149.0667,37.2667,first_peak,0.621995,broken_beat,0.147775,0.198814,0.581393,0.072017,1.0148,132,4.7121,0.4543,2.7519,1
2151,86.04,149.136,37.284,first_peak,0.622074,broken_beat,0.17464,0.217701,0.490847,0.116812,1.0202,133,4.6354,0.4945,2.4486,0
2152,86.08,149.2053,37.3013,first_peak,0.622154,granular_texture,0.18299,0.212243,0.262669,0.342098,1.0472,133,4.5094,0.503,1.6843,0
2153,86.12,149.2747,37.3187,first_peak,0.622236,granular_texture,0.175722,0.184203,0.163742,0.476333,1.0634,132,4.6238,0.4841,1.353,0
2154,86.16,149.344,37.336,first_peak,0.622319,granular_texture,0.215269,0.218996,0.165795,0.39994,1.0543,133,4.5593,0.5457,1.36,0
2155,86.2,149.4133,37.3533,first_peak,0.622404,glassy_arps,0.291121,0.33514,0.191968,0.181771,1.0281,138,4.5046,0.6812,1.4477,0
2156,86.24,149.4827,37.3707,first_peak,0.62249,glassy_arps,0.298099,0.41385,0.220641,0.06741,1.0144,142,4.5719,0.7175,1.5439,0
2157,86.28,149.552,37.388,first_peak,0.622578,glassy_arps,0.261346,0.382279,0.271402,0.084973,1.0166,140,4.5454,0.6605,1.714,1
2158,86.32,149.6213,37.4053,first_peak,0.622667,glassy_arps,0.223538,0.307997,0.286417,0.182048,1.0283,137,4.4827,0.5872,1.7644,1
2159,86.36,149.6907,37.4227,first_peak,0.622757,glassy_arps,0.222099,0.280428,0.268898,0.228575,1.0339,136,4.4596,0.5758,1.7058,0
2160,86.4,149.76,37.44,first_peak,0.622849,glassy_arps,0.272623,0.299076,0.240689,0.187612,1.029,137,4.4759,0.6455,1.6114,0
2161,86.44,149.8293,37.4573,first_peak,0.622942,tension_chords,0.385092,0.333356,0.194118,0.087433,1.017,138,4.5494,0.798,1.4555,0
2162,86.48,149.8987,37.4747,first_peak,0.623037,tension_chords,0.501294,0.314186,0.13417,0.05035,1.0126,137,4.6486,0.9366,1.2548,0
2163,86.52,149.968,37.492,first_peak,0.623133,tension_chords,0.540557,0.247464,0.121934,0.090046,1.0174,135,4.6824,0.9623,1.2139,0
2164,86.56,150.0373,37.5093,first_peak,0.623231,tension_chords,0.459713,0.172389,0.112954,0.254944,1.0373,131,4.6141,0.835,1.184,0
2165,86.6,150.1067,37.5267,first_peak,0.62333,granular_texture,0.355321,0.126669,0.118297,0.399714,1.0547,130,4.5636,0.6885,1.202,0
2166,86.64,150.176,37.544,first_peak,0.62343,tension_chords,0.347397,0.133423,0.216306,0.302874,1.0431,130,4.5196,0.6809,1.5304,0
2167,86.68,150.2453,37.5613,first_peak,0.623532,broken_beat,0.345016,0.153094,0.40031,0.10158,1.019,131,4.565,0.6849,2.1469,0
2168,86.72,150.3147,37.5787,first_peak,0.623635,broken_beat,0.293007,0.156341,0.492144,0.058508,1.0139,131,4.6435,0.621,2.4547,0
2169,86.76,150.384,37.596,first_peak,0.62374,broken_beat,0.248033,0.180741,0.447959,0.123267,1.0217,132,4.6064,0.5733,2.3068,0
2170,86.8,150.4533,37.6133,first_peak,0.623846,granular_texture,0.191644,0.212634,0.290117,0.305605,1.0436,133,4.4859,0.514,1.7781,0
2171,86.84,150.5227,37.6307,first_peak,0.623953,granular_texture,0.157926,0.276661,0.176283,0.389129,1.0537,136,4.5574,0.4942,1.3969,1
2172,86.88,150.592,37.648,first_peak,0.624062,glassy_arps,0.155239,0.412271,0.152951,0.279538,1.0406,142,4.5775,0.5383,1.3189,0
2173,86.92,150.6613,37.6653,first_peak,0.624172,glassy_arps,0.158071,0.564911,0.170519,0.106499,1.0199,148,4.7077,0.5953,1.3778,0
2174,86.96,150.7307,37.6827,first_peak,0.624284,glassy_arps,0.147103,0.605867,0.174419,0.072611,1.0159,150,4.743,0.5959,1.391,0
2175,87.0,150.8,37.7,first_peak,0.624396,glassy_arps,0.122293,0.503336,0.205856,0.168515,1.0274,146,4.6564,0.529,1.4965,0
2176,87.04,150.8693,37.7173,first_peak,0.624511,glassy_arps,0.099329,0.352339,0.266402,0.28193,1.0411,139,4.5286,0.4475,1.6994,0
2177,87.08,150.9387,37.7347,first_peak,0.624626,broken_beat,0.106021,0.270946,0.339913,0.283121,1.0413,136,4.5185,0.4274,1.9458,0
2178,87.12,151.008,37.752,first_peak,0.624743,broken_beat,0.159992,0.255033,0.408757,0.176218,1.0285,135,4.5776,0.4893,2.1766,1
2179,87.16,151.0773,37.7693,first_peak,0.624862,broken_beat,0.265833,0.261099,0.396183,0.076885,1.0167,135,4.5674,0.6237,2.1346,1
2180,87.2,151.1467,37.7867,first_peak,0.624981,tension_chords,0.374596,0.245129,0.289762,0.090512,1.0184,135,4.5496,0.754,1.7782,0
2181,87.24,151.216,37.804,first_peak,0.625102,tension_chords,0.376469,0.189416,0.177585,0.25653,1.0383,132,4.5517,0.7369,1.4025,0
2182,87.28,151.2853,37.8213,first_peak,0.625225,granular_texture,0.30638,0.133675,0.119898,0.440047,1.0604,130,4.6063,0.6298,1.2094,0
2183,87.32,151.3547,37.8387,first_peak,0.625349,granular_texture,0.346386,0.136462,0.122819,0.394333,1.055,130,4.568,0.6807,1.2193,0
2184,87.36,151.424,37.856,first_peak,0.625474,tension_chords,0.458045,0.182281,0.189825,0.16985,1.0281,132,4.6227,0.8364,1.4439,0
2185,87.4,151.4933,37.8733,first_peak,0.6256,tension_chords,0.444303,0.208677,0.289485,0.057534,1.0147,133,4.6116,0.8284,1.7779,0
2186,87.44,151.5627,37.8907,first_peak,0.625728,tension_chords,0.36725,0.223594,0.345271,0.063885,1.0155,134,4.5467,0.7373,1.965,1
2187,87.48,151.632,37.908,first_peak,0.625857,broken_beat,0.297411,0.236541,0.305456,0.160592,1.0272,135,4.4947,0.6546,1.8317,0
2188,87.52,151.7013,37.9253,first_peak,0.625987,tension_chords,0.268713,0.26752,0.222711,0.241055,1.0369,136,4.464,0.6295,1.5547,0
2189,87.56,151.7707,37.9427,first_peak,0.626119,glassy_arps,0.290726,0.341167,0.156255,0.211852,1.0334,139,4.5262,0.6828,1.3322,0
2190,87.6,151.84,37.96,first_peak,0.626252,glassy_arps,0.334169,0.438606,0.127466,0.099758,1.02,143,4.6096,0.7712,1.2359,0
2191,87.64,151.9093,37.9773,first_peak,0.626386,glassy_arps,0.339626,0.478466,0.127639,0.05427,1.0146,145,4.6441,0.792,1.2366,0
2192,87.68,151.9787,37.9947,first_peak,0.626522,glassy_arps,0.318991,0.427693,0.132061,0.121255,1.0228,143,4.6016,0.7484,1.2516,0
2193,87.72,152.048,38.012,first_peak,0.626659,granular_texture,0.263673,0.286524,0.151804,0.298,1.044,137,4.4919,0.6299,1.3179,0
2194,87.76,152.1173,38.0293,first_peak,0.626797,granular_texture,0.203282,0.190321,0.242409,0.363988,1.052,133,4.5486,0.5207,1.6215,1
2195,87.8,152.1867,38.0467,first_peak,0.626936,broken_beat,0.173501,0.167409,0.422967,0.236124,1.0367,132,4.5994,0.4755,2.2266,0
2196,87.84,152.256,38.064,first_peak,0.627077,broken_beat,0.164233,0.178485,0.570708,0.086574,1.0188,132,4.7256,0.4678,2.7217,0
2197,87.88,152.3253,38.0813,first_peak,0.627219,broken_beat,0.169232,0.204708,0.543342,0.082719,1.0184,133,4.703,0.4832,2.6301,0
2198,87.92,152.3947,38.0987,first_peak,0.627363,broken_beat,0.168181,0.216347,0.348372,0.2671,1.0406,134,4.5379,0.4859,1.9771,0
